Notification Date,School,City,School District,Health Region,Exposure Dates,Extra Info
02/03/2021,New Westminster Secondary,New Westminster,40,Fraser Health Authority,Jan 28 & Feb 1,Exposure 17
02/03/2021,Rock City Elementary,Nanaimo,68,Vancouver Island Health Authority,"""Jan 26, 27, 28, 29""",Exposure 2
02/03/2021,Ecole Kwayhquitlum Middle,Port Coquitlam,43,Fraser Health Authority,"""Jan 27, 28""",Exposure 5
02/03/2021,A J McLellan Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, 29""",Exposure 4
02/03/2021,Khalsa School of the Fraser Valley,Langley,Independent Schools in Fraser Health,Fraser Health Authority,Jan 28,Exposure 1
02/03/2021,Guru Angand Dev Elementary,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 29,Exposure 9
02/03/2021,Hudson Road Elementary,West Kelowna,23,Interior Health Authority,Jan 29,Exposure 5
02/03/2021,Khalsa Elementary School Newton,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 29,Exposure 15
02/03/2021,Ecole Heritage Park Middle School,Mission,75,Fraser Health Authority,Feb 1,Exposure 1
02/03/2021,Sir Charles Tupper Secondary,Vancouver,39,Vancouver Coastal Health,Feb 1,Exposure 17
02/03/2021,Surrey Christian Secondary,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 27 and 28,Exposure 3
02/03/2021,Surrey Christian (Cloverdale Campus),Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 21 and 22,Exposure 2
02/03/2021,Surrey Christian (Cloverdale Campus),Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 29,Exposure 3
02/03/2021,Peachland Elementary,Peachland,23,Interior Health Authority,Jan 27,Exposure 3
02/03/2021,La Passerelle,Whistler,93,Vancouver Coastal Health,Jan 27 and 28,Exposure 2
02/03/2021,Centennial Christian School,Terrace,Independent Schools in Northern Health,Northern Health,Jan 26 and 27,Exposure 6
02/03/2021,Marie Sharpe Elementary,Williams Lake,27,Interior Health Authority,Jan 29,Exposure 7
02/03/2021,Collingwood Neighbourhood School,Vancouver,39,Vancouver Coastal Health,"""Jan 25, 27""",Exposure 1
02/03/2021,Timothy Christian School,Chilliwack,Independent Schools in Fraser Health,Fraser Health Authority,Jan 28,Exposure 3
02/03/2021,Surrey Muslim School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 28 and 29,Exposure 3
02/03/2021,Bayview Elementary,Nanaimo,68,Vancouver Island Health Authority,Feb 2,"""As of February 4, 2021 - This has been declared a cluster on the BCCDC webpage."""
02/03/2021,Bayview Elementary,Nanaimo,68,Vancouver Island Health Authority,"""Jan 25, 27, 28, 29 and Feb 1""",Exposure 2
02/03/2021,Valleyview Secondary,Kamloops,73,Interior Health Authority,"""Jan 27, 28, and 29""",Exposure 3
02/02/2021,Summerland Secondary,Summerland,67,Interior Health Authority,We have been notified by Interior Health that there was a COVID-19 exposure at SSS on January 23rd.  Details are provided in the attached letter from Superintendent Todd Manuel. Please read this note carefully as it provides important information around this occurence.,Exposure 1
02/02/2021,Peachland Elementary,Peachland,23,Interior Health Authority,Jan 29,Exposure 2
02/02/2021,Arthur Stevenson Elementary,Kamloops,73,Interior Health Authority,"""Jan 25, 26""",Expousre 1
02/02/2021,Sutherland Secondary,North Vancouver,44,Vancouver Coastal Health,"""Jan 25, 26, 28""",Exposure 3
02/02/2021,Pemberton Secondary,Pemberton,48,Vancouver Coastal Health,"""Jan 27, 28""",Exposure 1
02/02/2021,John Barsby Secondary School,Nanaimo,68,Vancouver Island Health Authority,Jan 29,https://nanaimonewsnow.com/2021/02/02/john-barsby-secondary-on-island-health-covid-19-exposure-list-again/
02/02/2021,Burnaby South Community & Continuing Education,Burnaby,41,Fraser Health Authority,Jan 28,Exposure 1
02/02/2021,Bridgeview Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, 29""",Exposure 2
02/02/2021,Cindrich Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, 29""",Exposure 3
02/02/2021,Langley Secondary,Langley,35,Fraser Health Authority,Jan 27 and 28,Exposure 6
02/02/2021,Maple Ridge Secondary,Maple Ridge,42,Fraser Health Authority,Jan 29,Exposure 5
02/02/2021,James Kennedy Elementary,Langley,35,Fraser Health Authority,Jan 27 and 28,Exposure 1
02/02/2021,St Ann's Academy,Kamloops,Independent Schools in Interior Health,Interior Health Authority,"""Jan 27, 28, and 29""",Exposure 1
02/02/2021,Delview Secondary,Delta,37,Fraser Health Authority,Jan 28 and 29,Exposure 12
02/02/2021,T E Scott Elementary,Surrey,36,Fraser Health Authority,"""Jan 25, 26, 27, 28, and 29""",Exposure 12
02/02/2021,Signal Hill Elementary,Pemberton,48,Vancouver Coastal Health,Jan 27,Exposure 4
02/02/2021,Twin Rivers Education Centre,Kamloops,73,Interior Health Authority,"""Jan 25, 26, 27""","""Note: The BCCDC webpage list the dates as Jan 26, 27 and 28. If you have details regarding this discrepancy, please message us and let us know which is correct."""
02/02/2021,Panorama Park Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, 29""",Exposure 6
02/01/2021,Kwantlen Park Secondary,Surrey,36,Fraser Health Authority,Jan 26 and 27,Exposure 10
02/01/2021,L A Matheson Secondary,Surrey,36,Fraser Health Authority,Jan 27,Exposure 19
02/01/2021,Panorama Ridge Secondary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, and 29""",Exposure 34
02/01/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,"""Jan 25, 26, 27, 28, and 29""",We have listed as Exposure 5 - 9 on the database.
02/01/2021,Georges Vanier Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, and 29""",Exposure 9
02/01/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,"""Jan 25, 26, 27, 28, and 29""",We have listed as Exposure 5 - 9 on the database.
02/01/2021,Peachland Elementary,Peachland,23,Interior Health Authority,Jan 25 and 26,Exposure 1
02/01/2021,Decker Lake Elementary,Burns Lake,91,Northern Health,"""Jan 22, 23, 24, 25, and 26""",Exposure 3
02/01/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,"""Jan 25, 26, 27, 28, 29""",We have listed as Exposure 5 - 9 on the database.
02/01/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,"""Jan 25, 26, 27, 28, and 29""",We have listed as Exposure 5 - 9 on the database.
02/01/2021,Mennonite Educational Institute Middle School,Abbotsford,Independent Schools in Fraser Health,Fraser Health Authority,Jan 28,Exposure 5
02/01/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,"""Jan 25, 26, 27, 28, and 29""",We have listed as Exposure 5 - 9 on the database.
02/01/2021,Station Stretch,Richmond,38,Vancouver Coastal Health,"""Jan 25, 26, 27""",Exposure 1
02/01/2021,Kelly Road/Shas ti Secondary,Prince George,57,Northern Health,"""Jan 25, 26, and 27""",https://www.princegeorgematters.com/local-news/third-covid-19-exposure-event-listed-for-shas-ti-kelly-road-secondary
02/01/2021,Aberdeen Hall Preparatory School (Junior School),Kelowna,Independent Schools in Interior Health,Interior Health Authority,"""Jan 19, 20, 21, 22, and 25""",Exposure 4
02/01/2021,Aberdeen Hall Preparatory School (Junior School),Kelowna,Independent Schools in Interior Health,Interior Health Authority,Jan 28 and 29,Exposure 5
02/01/2021,Green Timbers Elementary,Surrey,36,Fraser Health Authority,"""Jan 13, 14, 15, 21 and 22""",Exposure 8
02/01/2021,Prince Charles Elementary (Abbotsford),Abbotsford,34,Fraser Health Authority,Jan 28,Exposure 1
02/01/2021,Aldergrove Community Secondary,Aldergrove,35,Fraser Health Authority,Jan 29,Exposure 7
02/01/2021,Fraser River Middle,New Westminster,40,Fraser Health Authority,"""Jan 27, 28, and 29""",Exposure 4
02/01/2021,Sands Secondary,Delta,37,Fraser Health Authority,Jan 28 and 29,Exposure 9
02/01/2021,Byrne Creek Community Secondary,Burnaby,41,Fraser Health Authority,Jan 29,Exposure 11
02/01/2021,Berkshire Park Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, and 29""",Exposure 3
02/01/2021,Rock City Elementary,Nanaimo,68,Vancouver Island Health Authority,Jan 27,https://nanaimonewsnow.com/2021/02/01/covid-19-exposure-event-confirmed-at-rock-city-elementary
02/01/2021,Brooksbank Elementary,North Vancouver,44,Vancouver Coastal Health,"""Jan 25, 26, 27, and 28""",This is a separate exposure than #2 despite the dates being the similar.
02/01/2021,Shalhevet Girls High School,Vancouver,39,Vancouver Coastal Health,Jan 26,Exposure 1
02/01/2021,Chatelech Secondary,Sechelt,46,Vancouver Coastal Health,"""Jan 13, 14, 18, 21, and 25""",Exposure 2
02/01/2021,Revelstoke Secondary,Revelstoke,19,Interior Health Authority,Jan 25 and 26 (On the BCCDC webpage),Exposure 3
01/31/2021,Lake City Secondary (Columneetza Campus),Williams Lake,27,Interior Health Authority,Jan 25,Exposure 5
01/31/2021,Sir Alexander Mackenzie Elementary,Vancouver,39,Vancouver Coastal Health,"""Jan 26, 27, and 28""",Exposure 2
01/31/2021,Lena Shaw Elementary,Surrey,36,Fraser Health Authority,"""Jan 20, 21, 22""",Exposure 11
01/31/2021,Green Timbers Elementary,Surrey,36,Fraser Health Authority,"""Jan 18, 19, 20""",Exposure 7
01/31/2021,Chemainus Secondary,Chemainus,79,Vancouver Island Health Authority,"""Jan 25, 26, 27 and the morning of 28th.""",Exposure 2
01/31/2021,John Oliver Secondary,Vancouver,39,Vancouver Coastal Health,Jan 26 and 27,Exposure 14
01/31/2021,Walnut Grove Secondary,Langley,35,Fraser Health Authority,Jan 28,Exposure 4
01/31/2021,Surrey Christian (Cloverdale Campus),Surrey,Independent Schools in Fraser Health,Fraser Health Authority,"""Jan 27, 28""",Exposure 1
01/31/2021,Spring Creek Community School,Whistler,48,Vancouver Coastal Health,Not provided,Exposure 4
01/31/2021,Mission Central Elementary,Mission,75,Fraser Health Authority,Jan 26 and 27,Exposure 2
01/31/2021,Robert Bateman Secondary,Abbotsford,34,Fraser Health Authority,"""Jan 27, 28""",Exposure 4
01/31/2021,Robertson Elementary,Chilliwack,33,Fraser Health Authority,Jan 25,Exposure 2
01/31/2021,Cougar Creek Elementary,Surrey,36,Fraser Health Authority,"""Jan 27, 28, and 29""",We have documentation showing that this exposure letter impacted 2 different classrooms so have listed it as two exposures (9 and 10).
01/31/2021,Cougar Creek Elementary,Surrey,36,Fraser Health Authority,Jan 22,We have documentation showing that this exposure letter impacted 2 different classrooms so have listed it as two exposures (9 and 10).
01/31/2021,Westsyde Secondary,Kamloops,73,Interior Health Authority,Jan 27 and 28,Exposure 2
01/31/2021,Marie Sharpe Elementary,Williams Lake,27,Interior Health Authority,"""Jan 25, 26, 27""",Exposure 6
01/31/2021,Lake Cowichan School,Lake Cowichan,79,Vancouver Island Health Authority,"""Jan 25. 26, 27, 28""",Exposure 2
01/31/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,"""Jan 26, 27, and 28""",https://cfjctoday.com/2021/01/31/sa-hali-secondary-sees-fourth-covid-19-exposure-in-past-two-weeks/
01/31/2021,Cowichan Secondary,Duncan,79,Vancouver Island Health Authority,"""Jan 25, 26, 27, and 28""",Exposure 2
01/31/2021,Cornerstone Montessori School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,"""Jan 25, 26, 27, and 28""",Exposure 4
01/31/2021,Chatelech Secondary,Sechelt,46,Vancouver Coastal Health,Jan 26,Exposure 1
01/31/2021,Timothy Christian School,Chilliwack,Independent Schools in Fraser Health,Fraser Health Authority,"""Jan 25, 26, and 27""",Exposure 2
01/31/2021,Khalsa Elementary School Newton,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 27 and 28,Exposure 14
01/31/2021,Signal Hill Elementary,Pemberton,48,Vancouver Coastal Health,"""Jan 27, 28""",Exposure 3
01/31/2021,St. George's Senior School,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,Senior school is closed and doing remote learning for two week,Exposure 5
01/31/2021,Westside Learning Centre,West Kelowna,23,Interior Health Authority,"""Jan 25, 26 and 28""",https://www.castanet.net/news/West-Kelowna/323642/Confirmed-COVID-19-exposure-at-Westside-Learning-Centre?fbclid=IwAR2YXyxBrHIW0y8SbW3LyTrQl00ot9t2jDdr5Aa5kVVnnhrBuutem4ZLcTg#.YBeLXeEmo3g.facebook
01/31/2021,Qwam Qwum Stuwixwulh Community School,Nanaimo,68,Vancouver Island Health Authority,"""As of February 4, 2021 - This has been declared a cluster on the BCCDC webpage.""",Exposure 1
01/31/2021,Bayview Elementary,Nanaimo,68,Vancouver Island Health Authority,Jan 27 and 29,Exposure 1
01/31/2021,Clearbrook Elementary,Abbotsford,34,Fraser Health Authority,"""Jan 25, 26, and 28""",Exposure 3
01/30/2021,Westridge Elementary,Burnaby,41,Fraser Health Authority,"""Jan 18, 19, 20, 21, 22, 26, 27""",Exposure 3
01/30/2021,Sands Secondary,Delta,37,Fraser Health Authority,Jan 25 26,Exposure 8
01/30/2021,Churchill Secondary (Ideal Mini School),Vancouver,39,Vancouver Coastal Health,Jan 22,Exposure 2
01/30/2021,L A Matheson Secondary,Surrey,36,Fraser Health Authority,"""Jan 25, 26""",Exposure 18
01/30/2021,McCloskey Elementary,Delta,37,Fraser Health Authority,"""Jan 26, 27, and 28""",Exposure 8
01/30/2021,View Royal Elementary,Victoria,61,Vancouver Island Health Authority,Jan 27,Exposure 1
01/30/2021,Montecito Elementary,Burnaby,41,Fraser Health Authority,"""Jan 26, 27, 28""",Exposure 1
01/30/2021,Langley Secondary,Langley,35,Fraser Health Authority,Jan 22,Exposure 5
01/30/2021,York House School,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,Not provided,Exposure 4
01/30/2021,Chaffey-Burke Elementary,Burnaby,41,Fraser Health Authority,"""Jan 26, 27, 28, 29""",Exposure 6
01/30/2021,Robertson Elementary,Chilliwack,33,Fraser Health Authority,"""Jan 25, 26, and 27""",Exposure 1
01/30/2021,David Brankin Elementary,Surrey,36,Fraser Health Authority,Jan 25,Exposure 9
01/30/2021,Whistler Secondary,Whistler,48,Vancouver Coastal Health,Not provided,Exposure 4
01/30/2021,Crofton Elementary Community School,Crofton,79,Vancouver Island Health Authority,Jan 25 and 27,Exposure 1
01/30/2021,Nicola Canford Elementary,,58,Interior Health Authority,Jan 25,Exposure 1
01/30/2021,Abbotsford Traditional Senior Secondary,Abbotsford,34,Fraser Health Authority,Jan 26 and 27,Exposure 7
01/30/2021,Chalmers Elementary,Delta,37,Fraser Health Authority,Jan 26 and 27,Exposure 11
01/30/2021,Serpentine Heights Elementary,Surrey,36,Fraser Health Authority,Jan 25 and 26,Exposure 3
01/30/2021,Brooksbank Elementary,North Vancouver,44,Vancouver Coastal Health,"""Jan 25, 26, 27, 28 and 29""",5 classes have been exposed
01/30/2021,Burnaby Youth HUB,Burnaby,41,Fraser Health Authority,"""Jan 20, 22, 25, 26""",Exposure 1
01/30/2021,Mulgrave School,West Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,Jan 21 and 22 (On the BCCDC webpage),Exposure 4
01/30/2021,Enver Creek Secondary,Surrey,36,Fraser Health Authority,"""Jan 25, 26, and 27""",Exposure 22
01/30/2021,North Ridge Elementary (Surrey),Surrey,36,Fraser Health Authority,"""Jan 15, 18""",Exposure 5
01/29/2021,Samuel Robertson Technical Secondary,Maple Ridge,42,Fraser Health Authority,"""Jan 20, 21, and 22""",Exposure 7
01/29/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,https://www.radionl.com/2021/01/29/additional-covid-exposures-reported-at-aberdeen-elementary-sa-hali-secondary/,Exposure 3
01/29/2021,Gleneagle Secondary,Coquitlam,43,Fraser Health Authority,Jan 21 and 22,Exposure 3
01/29/2021,Edgewood Elementary (Surrey),Surrey,36,Fraser Health Authority,Jan 25,This exposure is a second exposure with the same dates as Exposure 1. The letter indicates a different class/grade than that listed for Exposure 1
01/29/2021,Magee Secondary,Vancouver,39,Vancouver Coastal Health,Jan 25,Exposure 5
01/29/2021,Harry Sayers Elementary,Abbotsford,34,Fraser Health Authority,Jan 22 and 25,Exposure 5
01/29/2021,Centennial Christian School,Terrace,Independent Schools in Northern Health,Northern Health,"""Jan 20, 21, and 22""",Exposure 5
01/29/2021,Sk'elep School of Excellence,Kamloops,Independent Schools in Interior Health,Interior Health Authority,Jan 18,Exposure 1
01/29/2021,Khalsa Elementary School Newton,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 25 and 26,Exposure 13
01/29/2021,Diamond School,Surrey,Independent Schools in Fraser Health,Fraser Health Authority,Jan 25,Exposure 4
01/29/2021,Fraser Lake Elem-Secondary,Fraser Lake,91,Northern Health,Jan 25,Exposure 1
01/29/2021,Abbotsford Senior Secondary School,Abbotsford,34,Fraser Health Authority,Jan 25,Exposure 14
01/29/2021,Eugene Reimer Middle School,Abbotsford,34,Fraser Health Authority,Jan 25 and 26,Exposure 7
01/29/2021,Herbert Spencer Elementary,New Westminster,40,Fraser Health Authority,Jan 25,Exposure 1
01/29/2021,Ecole Porter Street Elementary,Coquitlam,43,Fraser Health Authority,Jan 26,Exposure 2
01/29/2021,James Hill Elementary,Langley,35,Fraser Health Authority,Jan 26,Exposure 3
01/29/2021,Nesika Elementary,Williams Lake,27,Interior Health Authority,Jan 18 and 19,"""This is a different grade and class than that listed for exposure 2; however, we have blocked out the grades for privacy"""
01/29/2021,Panorama Ridge Secondary,Surrey,36,Fraser Health Authority,Jan 25 and 26,Exposure 33
01/29/2021,White Rock Elementary,White Rock,36,Fraser Health Authority,"""Jan 20, 21, and 22""",Exposure 2
01/29/2021,Queen Elizabeth Secondary,Surrey,36,Fraser Health Authority,"""Jan 25, 26, and 27""",Exposure 27
01/29/2021,Alexander Elementary (Abbotsford),Abbotsford,34,Fraser Health Authority,Jan 25,Exposure 2
01/29/2021,Semiahmoo Secondary,Surrey,36,Fraser Health Authority,Jan 25 and 26,Exposure 8
01/29/2021,Captain James Cook Elementary,Vancouver,39,Vancouver Coastal Health,Jan 26 and 27,Exposure 2
01/29/2021,Aberdeen Hall Preparatory School (Junior School),Kelowna,Independent Schools in Interior Health,Interior Health Authority,"""Jan 26, 27""",Exposure 3
01/29/2021,Edgewood Elementary (Surrey),Surrey,36,Fraser Health Authority,Jan 25,This exposure has the same dates as Exposure 2. The letter attached indicates a different class/grade than that listed for Exposure 2
01/29/2021,Lake City Secondary (Columneetza Campus),Williams Lake,27,Interior Health Authority,Jan 20,Exposure 4
01/29/2021,Coghlan Fundamental Elementary,Aldergrove,35,Fraser Health Authority,"""Jan 26, 27 and 28 (Extra date added based on the BCCDC website)""",Exposure 2
01/29/2021,York House School,Vancouver,Independent Schools in Coastal Health,Vancouver Coastal Health,Jan 26 and 27 (On the BCCDC webpage),Exposure 3
01/29/2021,Notre Dame (Dawson Creek),Dawson Creek,Independent Schools in Northern Health,Northern Health,Jan 25,Exposure 2
01/28/2021,Sa-hali Secondary,Kamloops,73,Interior Health Authority,Jan 25,Exposure 2
01/28/2021,NorKam Secondary School,Kamloops,73,Interior Health Authority,"""Jan 20, 21, 22""",Exposure 2
01/28/2021,Brookswood Secondary,Langley,35,Fraser Health Authority,Jan 22,Exposure 5
01/28/2021,Harbour View Elementary,Coquitlam,43,Fraser Health Authority,Jan 25,Exposure 5
01/28/2021,Cedar Drive Elementary,Port Coquitlam,43,Fraser Health Authority,Jan 25,Exposure 3
01/28/2021,Chaffey-Burke Elementary,Burnaby,41,Fraser Health Authority,Jan 22 and 25,Exposure 5
